New outlets created:
Row 1: URN=DCP/25/LO/002324, Name=ALL FOR GOD, Region=LO/OGUN
Row 1180: URN=Dcp/19/LO/002683, Name=FALEYE & SONS, Region=LO
Row 1181: URN=Dcp/19/LO/002733, Name=OLUS BLOCKS, Region=LO
Row 1182: URN=Dcp/19/LO/002685, Name=OLA OLORUN, Region=LO
Row 1183: URN=Dcp/19/LO/002686, Name=MRS YETUNDE OPOOLA, Region=LO
Row 1188: URN=Dcp/19/LO/002687, Name=BABAWALE CEMENT, Region=LO
Row 1189: URN=Dcp/19/LO/002693, Name=OLAOLUWA, Region=LO
Row 1190: URN=Dcp/19/LO/002694, Name=TOLUWANI VENTURES, Region=LO
Row 1191: URN=Dcp/19/LO/002695, Name=MAMA OKIKI, Region=LO
Row 1192: URN=Dcp/19/LO/002696, Name=BAALE KELEWU, Region=LO
Row 1193: URN=Dcp/19/LO/002697, Name=AKINWUNMI BLOCKS, Region=LO
Row 1194: URN=Dcp/19/LO/002701, Name=OLUWASEYI JOLAOSO, Region=LO
Row 1195: URN=Dcp/19/LO/002702, Name=A-4 CEMENT, Region=LO
Row 1197: URN=Dcp/19/LO/002705, Name=S. NURUDEEN ENTERPRICES, Region=LO
Row 1198: URN=Dcp/19/LO/002706, Name=ASOBORA, Region=LO
Row 1199: URN=Dcp/19/LO/002707, Name=IPESE OLUWA, Region=LO
Row 1200: URN=Dcp/19/LO/002708, Name=MARIA ADEYEMO, Region=LO
Row 1201: URN=Dcp/19/LO/002709, Name=MRS. ISIAKA, Region=LO
Row 1202: URN=Dcp/19/LO/002710, Name=ALIYA VENTURES, Region=LO
Row 1203: URN=Dcp/19/LO/002711, Name=OLORUNUJUEDA CEMENT, Region=LO
Row 1204: URN=Dcp/19/LO/002713, Name=MERCYFUL GOD VENTURE, Region=LO
Row 1205: URN=Dcp/19/LO/002714, Name=AJOKE OBASANYA, Region=LO
Row 1207: URN=Dcp/19/LO/002715, Name=YEMI OLAWORE, Region=LO
Row 1208: URN=Dcp/19/LO/002716, Name=M.C CEMENT, Region=LO
Row 1210: URN=Dcp/19/LO/002718, Name=ATEGUN BLOCKS, Region=LO
Row 1211: URN=Dcp/19/LO/002719, Name=MERCY STORES, Region=LO
Row 1212: URN=Dcp/19/LO/002720, Name=AJUMOBI BLOCKS, Region=LO
Row 1213: URN=Dcp/19/LO/002721, Name=HASUBINALI BLOCKS, Region=LO
Row 1214: URN=Dcp/19/LO/002722, Name=SAMTEM BLOCKS, Region=LO
Row 1215: URN=Dcp/19/LO/002723, Name=MAJASOLA BLOCKS, Region=LO
Row 1216: URN=Dcp/19/LO/002724, Name=TOPMOST BLOCKS, Region=LO
Row 1217: URN=Dcp/19/LO/00275, Name=OLAIYA BLOCKS, Region=LO
Row 1218: URN=Dcp/19/LO/002726, Name=MUMMY ADEOLA, Region=LO
Row 1219: URN=Dcp/19/LO/002727, Name=OLA BLOCKS, Region=LO
Row 1220: URN=Dcp/19/LO/002729, Name=RIRONITENIYA BLOCKS, Region=LO
Row 1221: URN=Dcp/19/LO/002730, Name=K.I.D BLOCKS, Region=LO
Row 1222: URN=Dcp/19/LO/002742, Name=WALEX & ASSOCIATES, Region=LO
Row 1223: URN=Dcp/19/LO/002753, Name=OLA ADUA BLOCKS, Region=LO
Row 1224: URN=Dcp/19/LO/002738, Name=JAY JAY BLOCKS, Region=LO
Row 1225: URN=Dcp/19/LO/002739, Name=AYOTUNJI VENTURE, Region=LO
Row 1226: URN=Dcp/19/LO/002740, Name=JOLA DAY ENTERPRISE, Region=LO
Row 1227: URN=Dcp/19/LO/002741, Name=OLASHILE CEMENT, Region=LO
Row 1229: URN=Dcp/19/LO/002743, Name=BUKTAM ENTERPRISE, Region=LO
Row 1230: URN=Dcp/19/LO/002744, Name=ALAYO BLOCKS, Region=LO
Row 1231: URN=Dcp/19/LO/002745, Name=GLORIOUS CEMENT, Region=LO
Row 1232: URN=Dcp/19/LO/002746, Name=GOD'S FAVOUR, Region=LO
Row 1233: URN=Dcp/19/LO/002749, Name=U-TURN  CEMENT, Region=LO
Row 1234: URN=Dcp/19/LO/002750, Name=OWOLEWA CEMENT, Region=LO
Row 1235: URN=Dcp/19/LO/002751, Name=OKE.A ENTERPRISE, Region=LO
Row 1236: URN=Dcp/19/LO/002752, Name=MAVESCO BLOCKS, Region=LO
Row 1237: URN=DCP/24/LO/001320, Name=ISEKOLOWO CEMENT, Region=LO
Row 1238: URN=DCP/24/LO/001321, Name=MRS MARIA OLAYEMI, Region=LO
Row 1239: URN=DCP/19/LO/003045, Name=MR. OKE AKANJI, Region=LO
Row 1240: URN=DCP/19/LO/003046, Name=MRS. OMOWUNMI, Region=LO
Row 1241: URN=DCP/19/LO/003047, Name=MRS. MOPELOLA, Region=LO
Row 1242: URN=DCP/19/LO/003048, Name=MUMMY TIMILEHIN, Region=LO
Row 1243: URN=DCP/19/LO/003049, Name=TWINS FAJA, Region=LO
Row 1244: URN=DCP/19/LO/003050, Name=MRS. OMOLARA OPEYEMI, Region=LO
Row 1245: URN=DCP/19/LO/003051, Name=MRS. IBRAHIM, Region=LO
Row 1246: URN=DCP/19/LO/003053, Name=OKE AKANJI, Region=LO
Row 1247: URN=DCP/19/LO/003054, Name=YOMSON, Region=LO
Row 1248: URN=DCP/19/LO/003056, Name=MR. ORISAGBEMI, Region=LO
Row 1249: URN=DCP/19/LO/003057, Name=ALABO, Region=LO
Row 1250: URN=DCP/19/LO/003059, Name=ENIKANOLAYE, Region=LO
Row 1251: URN=DCP/19/LO/003061, Name=MR. OLAYIWOLA, Region=LO
Row 1252: URN=DCP/19/LO/003063, Name=SAMUEL OYENIYI, Region=LO
Row 1253: URN=DCP/19/LO/003064, Name=SUNNYLOLA, Region=LO
Row 1254: URN=DCP/19/LO/003065, Name=MUSTAPHA YUNUS ABIOLA, Region=LO
Row 1255: URN=DCP/19/LO/003066, Name=MR &MRS OLAIYA, Region=LO
Row 1256: URN=DCP/19/LO/003067, Name=FEMI OLANREWAJU, Region=LO
Row 1257: URN=DCP/21/LO/03678, Name=MRS. AWORAFA, Region=LO
Row 1259: URN=DCP/21/LO/03683, Name=TEMITOPE BALOGUN, Region=LO
Row 1260: URN=DCP/21/LO/03684, Name=MR LATEEF, Region=LO
Row 1261: URN=DCP/24/LO/000670, Name=SINDIKAT AMBALI ABIMBOLA, Region=LO
Row 1262: URN=DCP/19/LO/003068, Name=BASIRU ADEKEYE, Region=LO
Row 1263: URN=DCP/19/LO/003073, Name=MR KAYODE, Region=LO
Row 1264: URN=DCP/19/LO/003074, Name=IYAWO ALHAJI, Region=LO
Row 1265: URN=DCP/19/LO/003075, Name=MRS. AMUSA, Region=LO
Row 1266: URN=DCP/19/LO/003076, Name=IYA CHRISTIANAH, Region=LO
Row 1267: URN=DCP/19/LO/003079, Name=MR ABBEY, Region=LO
Row 1270: URN=DCP/19/LO/003082, Name=BOLTON, Region=LO
Row 1271: URN=DCP/19/LO/003083, Name=ALHAJI AJERAN, Region=LO
Row 1272: URN=DCP/19/LO/003084, Name=IJOBA HOLDINGS, Region=LO
Row 1273: URN=DCP/19/LO/003085, Name=ALLAH DEY, Region=LO
Row 1276: URN=DCP/19/LO/003088, Name=OMITOGUN, Region=LO
Row 1277: URN=DCP/19/LO/003089, Name=UNCLE ABBEY, Region=LO
Row 1278: URN=DCP/19/LO/003090, Name=AYANFEOLA, Region=LO
Row 1280: URN=DCP/19/LO/003092, Name=MRS. ONAJOBI, Region=LO
Row 1282: URN=DCP/19/LO/003094, Name=AREGBELU HELLEN, Region=LO
Row 1283: URN=DCP/21/LO/03710, Name=MR. OKE LUKMON, Region=LO
Row 1284: URN=DCP/24/LO/000669, Name=MR LEKAN AJIBADE SEGUN, Region=LO
Row 1285: URN=DCP/19/LO/003095, Name=MR. ORIMOLADE, Region=LO
Row 1286: URN=DCP/19/LO/003096, Name=GANIYU OLOWA, Region=LO
Row 1287: URN=DCP/19/LO/003097, Name=CHAIRMAN LATECO, Region=LO
Row 1288: URN=DCP/19/LO/003099, Name=MR PAUL, Region=LO
Row 1290: URN=DCP/19/LO/003103, Name=MR SODEHINDE, Region=LO
Row 1291: URN=DCP/19/LO/003104, Name=MR JOSHUA, Region=LO
Row 1292: URN=DCP/19/LO/003105, Name=BABA JULIE, Region=LO
Row 1293: URN=DCP/19/LO/003106, Name=KUNLE AYO ADUN, Region=LO
Row 1294: URN=DCP/19/LO/003107, Name=MR JACOB, Region=LO
Row 1296: URN=DCP/19/LO/003115, Name=MRS ONAJOBI, Region=LO
Row 1297: URN=DCP/19/LO/003116, Name=MUSTAPHA YINUS ABIOLA, Region=LO
Row 1298: URN=DCP/19/LO/003117, Name=OKE ADENIRAN, Region=LO
Row 1300: URN=DCP/19/LO/003119, Name=MISS ANIKE, Region=LO
Row 1301: URN=DCP/19/LO/003120, Name=OJO WASIU OLAMILEKAN, Region=LO
Row 1302: URN=DCP/21/LO/03734, Name=MR. ALABI, Region=LO
Row 1303: URN=DCP/24/LO/000666, Name=MR BASHIRU ADEKEYE, Region=LO
Row 1304: URN=DCP/24/LO/000667, Name=MR OGO OLUWA, Region=LO
Row 1305: URN=DCP/24/LO/000668, Name=MR OLA OMO OLA, Region=LO
Row 1306: URN=DCP/24/LO/000671, Name=MR AFEEZ, Region=LO
Row 1311: URN=DCP/19/LO/003127, Name=MR OLAWALE, Region=LO
Row 1312: URN=DCP/19/LO/003128, Name=MRS AWORAFA, Region=LO
Row 1313: URN=DCP/19/LO/003129, Name=MR OWULADE, Region=LO
Row 1314: URN=DCP/19/LO/003130, Name=MR GAJI, Region=LO
Row 1315: URN=DCP/19/LO/003131, Name=MR ONIKOYIESO, Region=LO
Row 1316: URN=DCP/19/LO/003132, Name=MR OLAJIDE, Region=LO
Row 1318: URN=DCP/19/LO/003134, Name=MR MOSES AGBOOLA, Region=LO
Row 1319: URN=DCP/19/LO/003136, Name=MRS PRECIOUS OLAJIDE, Region=LO
Row 1322: URN=DCP/19/LO/003140, Name=MR. ADESINA JIBOKU, Region=LO
Row 1323: URN=DCP/19/LO/003141, Name=MRS. BLESSING RAHMAN, Region=LO
Row 1324: URN=DCP/19/LO/003142, Name=Mr Owoseni, Region=LO
Row 1325: URN=DCP/19/LO/003145, Name=Pastor Cement, Region=LO
Row 1326: URN=DCP/19/LO/003149, Name=ALHAJI OLUAYE, Region=LO
Row 1327: URN=DCP/19/LO/003150, Name=IYA ALAJE, Region=LO
Row 1328: URN=DCP/19/LO/003151, Name=MRS DORCAS, Region=LO
Row 1331: URN=DCP/19/LO/003155, Name=MRS EJALONIBU, Region=LO
Row 1332: URN=DCP/19/LO/003156, Name=MR BAYO JIYABI, Region=LO
Row 1334: URN=DCP/19/LO/003158, Name=MAMA GLORIOUS, Region=LO
Row 1335: URN=DCP/19/LO/003159, Name=MR OSUNBIYI, Region=LO
Row 1336: URN=DCP/19/LO/003160, Name=MRS JOHNSON, Region=LO
Row 1337: URN=DCP/19/LO/003161, Name=MR SOYOOLA, Region=LO
Row 1340: URN=DCP/19/LO/003164, Name=MR POPOOLA, Region=LO
Row 1341: URN=DCP/19/LO/003165, Name=MR ONAJOBI, Region=LO
Row 1342: URN=DCP/19/LO/003166, Name=ALHAJA BALOGUN, Region=LO
Row 1343: URN=DCP/19/LO/00536, Name=I.REAL NIG.ENT, Region=LO
Row 1344: URN=DCP/24/LO/000537, Name=MR OLAYIWOLA HAMZAT, Region=LO
Row 1345: URN=DCP/24/LO/000664, Name=MRS BALOGUN IFEOMA, Region=LO
Row 1346: URN=DCP/24/LO/000665, Name=MRS OLANIRAN BUSOLA, Region=LO
Row 1554: URN=DCP/19/LO/009334, Name=AL - HERLYM BUSINESS VENTURES, Region=LO
Row 1555: URN=DCP/19/LO/009335, Name=AWE  & COMPANY, Region=LO
Row 1556: URN=DCP/19/LO/009336, Name=MOSOBALEJE, Region=LO
Row 1557: URN=DCP/21/LO/03364, Name=HAMFAD BLOCK INDUSTRIES ., Region=LO
Row 1558: URN=DCP/19/LO/009338, Name=P OLAWALE, Region=LO
Row 1559: URN=DCP/19/LO/009339, Name=MAHMUMAY, Region=LO
Row 1560: URN=DCP/19/LO/009340, Name=ALHAJA AZEEZ, Region=LO
Row 1561: URN=DCP/19/LO/009341, Name=IYA SADE, Region=LO
Row 1562: URN=DCP/19/LO/009342, Name=ALALUBARIKA, Region=LO
Row 1563: URN=DCP/19/LO/009343, Name=IYA RUKA, Region=LO
Row 1564: URN=DCP/19/LO/009361, Name=OLUKOTUN GLOBAL VENTURE, Region=LO
Row 1565: URN=DCP/21/LO/03367, Name=AJALA CEMENT, Region=LO
Row 1566: URN=DCP/21/LO/03368, Name=SHOAKRUF CEMENT, Region=LO
Row 1567: URN=DCP/21/LO/03369, Name=KELANI CEMENT, Region=LO
Row 1568: URN=DCP/22/LO/000310, Name=KAMTRADE & SONS ENTERPRISE, Region=LO
Row 1569: URN=DCP/19/LO/009358, Name=OGBONZ  INT.  NIG.  LTD., Region=LO
Row 1570: URN=DCP/21/LO/03371, Name=FAVOUR OF GOD CEMENT, Region=LO
Row 1571: URN=DCP/21/LO/03372, Name=WURAOLA BLOCK & CEMENT, Region=LO
Row 1572: URN=DCP/21/LO/03374, Name=ADEOLA CEMENT, Region=LO
Row 1573: URN=DCP/19/LO/009364, Name=SOARS, Region=LO
Row 1574: URN=DCP/19/LO/009365, Name=BABA DANGOTE, Region=LO
Row 1575: URN=DCP/19/LO/009366, Name=IYA WUNMI, Region=LO
Row 1576: URN=DCP/19/LO/009367, Name=MRS. FISHERS CEMENT STORE, Region=LO
Row 1577: URN=DCP/21/LO/03375, Name=KHAMFLAD RESOURCES LTD., Region=LO
Row 1578: URN=DCP/19/LO/009369, Name=OPEYEMI BAKERY, Region=LO
Row 1579: URN=DCP/21/LO/03376, Name=ARO1 CEMENT, Region=LO
Row 1580: URN=DCP/19/LO/009372, Name=EDDYFLORA & SONS ENTERPRISE, Region=LO
Row 1581: URN=DCP/21/LO/03377, Name=ABDURASHEED CEMENT, Region=LO
Row 1582: URN=DCP/19/LO/009375, Name=ADKARF CEMENT, Region=LO
Row 1583: URN=DCP/19/LO/009396, Name=TABISMOS CEMENT, Region=LO
Row 1584: URN=DCP/19/LO/009377, Name=IYA AFEEZ, Region=LO
Row 1585: URN=DCP/19/LO/009392, Name=BABA FATIMOH  CEMENT, Region=LO
Row 1586: URN=DCP/19/LO/009413, Name=J.B VENTURES, Region=LO
Row 1587: URN=DCP/19/LO/009414, Name=I.D NOBLE CEMENT, Region=LO
Row 1588: URN=DCP/19/LO/009415, Name=OLU-OMO CEMENT SHOP, Region=LO
Row 1589: URN=DCP/19/LO/009416, Name=DATOM G. CEMENT SHOP, Region=LO
Row 1590: URN=DCP/19/LO/009417, Name=MAYOR CONCRETE BLOCK INDUSTRY, Region=LO
Row 1591: URN=DCP/19/LO/009420, Name=ANU-OLUWAPO CEMENT SHOP, Region=LO
Row 1592: URN=DCP/19/LO/009423, Name=OLAOLUWA CEMENT STORE, Region=LO
Row 1593: URN=DCP/19/LO/009424, Name=OLAWALE INVESTMENT, Region=LO
Row 1594: URN=DCP/19/LO/009425, Name=OLAYINKA ADEJOKE CEMENT SHOP, Region=LO
Row 1595: URN=DCP/19/LO/009426, Name=TWINS CEMENT STORE, Region=LO
Row 1596: URN=DCP/19/LO/009428, Name=IYA META CEMENT STORE, Region=LO
Row 1597: URN=DCP/19/LO/009429, Name=OLAOLUWA VENTURES, Region=LO
Row 1598: URN=DCP/19/LO/009430, Name=LASTBORN INVESTMENTS, Region=LO
Row 1599: URN=DCP/19/LO/009431, Name=AYERAYE CEMENT STORE, Region=LO
Row 1600: URN=DCP/19/LO/009432, Name=AKEWUSOLA & SON CEMENT SHOP, Region=LO
Row 1601: URN=DCP/19/LO/009434, Name=DANFEM CEMENT STORE, Region=LO
Row 1602: URN=DCP/19/LO/009437, Name=IBUKUN-OLUWA  CONCRETE BLOCK, Region=LO
Row 1603: URN=DCP/19/LO/009438, Name=INESO CEMENT STORE, Region=LO
Row 1604: URN=DCP/19/LO/009439, Name=J.W ALUBARIKA CEMENT SHOP, Region=LO
Row 1605: URN=DCP/19/LO/009441, Name=FOLABOLA ENTERPRISE, Region=LO
Row 1606: URN=DCP/21/LO/03378, Name=SOFADEL NIG. LTD., Region=LO
Row 1607: URN=DCP/21/LO/03379, Name=BABA AIT, Region=LO
Row 1608: URN=DCP/21/LO/03383, Name=AZTAG VENTURES, Region=LO
Row 1609: URN=DCP/19/LO/009444, Name=FADAKAMAR INVESTMENT LTD., Region=LO
Row 1611: URN=DCP/19/LO/009446, Name=MRS. AWE CEMENT SHOP, Region=LO
Row 1612: URN=DCP/19/LO/009448, Name=ADEBAYO KAZEEM CEMENT SHOP, Region=LO
Row 1613: URN=DCP/19/LO/009449, Name=JUMMY CEMENT STORE, Region=LO
Row 1614: URN=DCP/19/LO/009450, Name=SUCCESS CEMENT SHOP, Region=LO
Row 1615: URN=DCP/19/LO/009451, Name=FUNKE CEMENT SHOP, Region=LO
Row 1616: URN=DCP/19/LO/009452, Name=P.OLAWALE INVESTMENT, Region=LO
Row 1617: URN=DCP/19/LO/009454, Name=JOSEPH OLAITAN CEMENT SHOP, Region=LO
Row 1618: URN=DCP/19/LO/009455, Name=ISIAKA AROWOLO CEMENT SHOP, Region=LO
Row 1619: URN=DCP/19/LO/009456, Name=BELLO VICTOR CEMENT, Region=LO
Row 1620: URN=DCP/19/LO/009459, Name=ASHANI CEMENT, Region=LO
Row 1621: URN=DCP/21/LO/03388, Name=ALHAJA OLUWAKEMI GANIYAT, Region=LO
Row 1622: URN=DCP/21/LO/03391, Name=A.J CEMENT, Region=LO
Row 1623: URN=DCP/21/LO/03392, Name=MOSHOOD CEMENT SHOP, Region=LO
Row 1624: URN=DCP/21/LO/03393, Name=ALIU CEMENT, Region=LO
Row 1625: URN=DCP/19/LO/009491, Name=OLADOJA BLOCK INDUSTRY, Region=LO
Row 1626: URN=DCP/19/LO/009360, Name=OWOBLO CEMENT SHOP, Region=LO
Row 1627: URN=DCP/21/LO/03395, Name=OLAINUKAN CEMENT, Region=LO
Row 1628: URN=DCP/21/LO/03396, Name=USMOT NIG. ENTERPRISES, Region=LO
Row 1629: URN=DCP/21/LO/03397, Name=AJISAFE CEMENT, Region=LO
Row 1630: URN=DCP/21/LO/03398, Name=KAZEEM CEMENT, Region=LO
Row 1631: URN=DCP/21/LO/03399, Name=SINBAD CEMENT, Region=LO
Row 1632: URN=DCP/19/LO/009460, Name=AFOLABI   JOSHUA, Region=LO
Row 1633: URN=DCP/19/LO/009461, Name=FADEGLADS  VENTURE, Region=LO
Row 1634: URN=DCP/19/LO/009462, Name=A1 BLOCK  INDUSTRY, Region=LO
Row 1635: URN=DCP/19/LO/009463, Name=KENNY   ENTERPRISES, Region=LO
Row 1636: URN=DCP/19/LO/009464, Name=ALHAJA AROWOLO, Region=LO
Row 1637: URN=DCP/19/LO/009465, Name=ALAUSA VENTURES, Region=LO
Row 1638: URN=DCP/19/LO/009467, Name=AJOKE BLOCK INDUSTRY, Region=LO
Row 1639: URN=DCP/19/LO/009468, Name=ALATISE CEMENT, Region=LO
Row 1640: URN=DCP/19/LO/009469, Name=YUSUF GAFAR VENTURES, Region=LO
Row 1641: URN=DCP/19/LO/009471, Name=BISCO CONCRETE BLOCK, Region=LO
Row 1642: URN=DCP/19/LO/009473, Name=M. OLAYUSUF, Region=LO
Row 1643: URN=DCP/19/LO/009474, Name=PAPA  K.  INVESTMENT, Region=LO
Row 1644: URN=DCP/19/LO/009475, Name=ADELEKE  MUYIDEEN, Region=LO
Row 1645: URN=DCP/19/LO/009479, Name=OLAWALE  CEMENT DEPOT, Region=LO
Row 1646: URN=DCP/19/LO/009480, Name=ADEYEMO  CEMENT, Region=LO
Row 1647: URN=DCP/19/LO/009482, Name=AFUSAT BELLO, Region=LO
Row 1648: URN=DCP/19/LO/009483, Name=ODUYALE  CEMENT, Region=LO
Row 1649: URN=DCP/19/LO/009484, Name=K.  KAM, Region=LO
Row 1650: URN=DCP/19/LO/009485, Name=MUMMY GOLD, Region=LO
Row 1651: URN=DCP/19/LO/009486, Name=MRS. BELLO ABIOLA, Region=LO
Row 1652: URN=DCP/24/LO/001268, Name=IYA YEMI BLOCK IND., Region=LO
Row 1653: URN=DCP/24/LO/000287, Name=GOD'S GLORY DEPOT, Region=LO
Row 1654: URN=DCP/24/LO/002058, Name=OLAOLUWACEMENT SHOP  2, Region=LO
Row 1655: URN=DCP/24/LO/002124, Name=Yk Cement, Region=LO
Row 1656: URN=DCP/25/LO/002396, Name=Iya Mariam CEMENT, Region=LO
Row 1657: URN=DCP/25/LO/002478, Name=ADEJARE CEMENT STORE, Region=LO
Row 1658: URN=DCP/24/LO/000288, Name=DIVINE BLESSING CEMENT, Region=LO
Row 1659: URN=DCP/25/LO/005457, Name=BONUS ENTERPRISE, Region=LO
Row 1660: URN=DCP/24/LO/000114, Name=ALFA  DANGOTE  CEMENT, Region=LO
Row 1661: URN=DCP/24/LO/000208, Name=TAOFEEK CEMENT, Region=LO
Row 1662: URN=DCP/25/LO/005548, Name=AZTTAGG VENTURE, Region=LO
Row 1663: URN=DCP/24/LO/000158, Name=WOMDERS PLACE 1, Region=LO
Row 1664: URN=DCP/24/LO/000159, Name=WOMDERS PLACE 2, Region=LO
Row 1665: URN=DCP/24/LO/002008, Name=Damcas venture., Region=LO
Row 1666: URN=DCP/25/LO/002718, Name=P Olawale investment, Region=LO
Row 1668: URN=DCP/25/LO/005393, Name=SK CEMENT STORE, Region=LO
Row 1669: URN=DCP/25/LO/005708, Name=T SQUARE ONASANYA VENTURE, Region=LO
Row 1670: URN=DCP/25/LO/005777, Name=Olusola Great and Sons Nigeria Venture, Region=LO
Row 1672: URN=DCP/24/LO/000406, Name=BEST COMFORT BLOCK INDUSTRY, Region=LO
Row 1673: URN=DCP/24/LO/000160, Name=AGILE AND SONS, Region=LO
Row 1674: URN=DCP/24/LO/000769, Name=Mummy D, Region=LO
Row 1675: URN=DCP/24/LO/000405, Name=KASPOL CEMENT, Region=LO
Row 1676: URN=DCP/24/LO/000588, Name=IYANUOLUWA VENTURES, Region=LO
Row 1677: URN=DCP/24/LO/000492, Name=S.OWOSENI BLOCKS INDUSTRY, Region=LO
Row 1678: URN=DCP/25/LO/002835, Name=Oluwafemi Cement store., Region=LO
Row 1679: URN=DCP/25/LO/002874, Name=Labuja blocks and Cement, Region=LO
Row 1680: URN=DCP/25/LO/005495, Name=MUKMAT ENTERPRISE, Region=LO
Row 1681: URN=DCP/24/LO/000491, Name=CORNERSTONE BLOCK INDUSTRY, Region=LO
Row 1682: URN=DCP/24/LO/000589, Name=OLAYIWOLA BLOCK INDUSTRY, Region=LO
Row 1683: URN=DCP/24/LO/000731, Name=OLAYIWOLA BLOCK IND.2, Region=LO
Row 1684: URN=DCP/24/LO/000732, Name=FATIBATH ENTERPRISE CEMENT, Region=LO
Row 1685: URN=DCP/24/LO/000733, Name=VICTORY CEMENT, Region=LO
Row 1686: URN=DCP/24/LO/002144, Name=Olayiwola  Cement 3, Region=LO
Row 1687: URN=DCP/24/LO/000452, Name=IYA ALAJE SMILE INN CEMENT, Region=LO
Row 1688: URN=DCP/24/LO/000453, Name=IYANU OLUWA CEMENT DEPOT, Region=LO
Row 1691: URN=DCP/19/LO/002109, Name=popoola olawale cement, Region=LO
Row 1692: URN=DCP/19/LO/002110, Name=AllahDey cement and blocks, Region=LO
Row 1693: URN=DCP/19/LO/002111, Name=Olatunji cement, Region=LO
Row 1694: URN=DCP/19/LO/002112, Name=Alayo and sons cement and blocks, Region=LO
Row 1695: URN=DCP/19/LO/002113, Name=Nupeng cement and blocks, Region=LO
Row 1696: URN=DCP/19/LO/002114, Name=Tu grap blocks, Region=LO
Row 1697: URN=DCP/19/LO/002115, Name=Jostel, Region=LO
Row 1698: URN=DCP/19/LO/002116, Name=Ayegel cement, Region=LO
Row 1699: URN=DCP/19/LO/002117, Name=Olaoluwa cement, Region=LO
Row 1700: URN=DCP/19/LO/002118, Name=Contractor cement, Region=LO
Row 1701: URN=DCP/19/LO/002119, Name=Debayus cement, Region=LO
Row 1702: URN=DCP/19/LO/002120, Name=Bamtale cement, Region=LO
Row 1703: URN=DCP/19/LO/002121, Name=Everbest blocks, Region=LO
Row 1704: URN=DCP/19/LO/002122, Name=Dampos, Region=LO
Row 1705: URN=DCP/19/LO/002123, Name=Tu Grap cement, Region=LO
Row 1706: URN=DCP/19/LO/002124, Name=Amuwa's  cement, Region=LO
Row 1707: URN=DCP/19/LO/002125, Name=Afeeco cement, Region=LO
Row 1708: URN=DCP/19/LO/002126, Name=Tile oba cement and blocks, Region=LO
Row 1709: URN=DCP/19/LO/002127, Name=olorunlogbon cement, Region=LO
Row 1710: URN=DCP/19/LO/002128, Name=Mummy Enny cement stores, Region=LO
Row 1711: URN=DCP/24/LO/001202, Name=IYA TOHEEB CEMENT 2, Region=LO
Row 1712: URN=DCP/24/LO/001203, Name=FARMIS CEMENT VENTURES, Region=LO
Row 1713: URN=DCP/24/LO/001204, Name=ADEMOLA CEMENT, Region=LO
Row 1714: URN=DCP/19/LO/002129, Name=popoola olawale, Region=LO
Row 1715: URN=DCP/19/LO/002130, Name=Ete cement and blocks, Region=LO
Row 1716: URN=DCP/19/LO/002131, Name=Oluwadarasimi cement, Region=LO
Row 1717: URN=DCP/19/LO/002132, Name=Oluwa logbon cement 1, Region=LO
Row 1718: URN=DCP/19/LO/002133, Name=Oluwa logbon cement 2, Region=LO
Row 1719: URN=DCP/19/LO/002134, Name=M.S blocks and cement, Region=LO
Row 1720: URN=DCP/19/LO/002135, Name=Odebo and sons, Region=LO
Row 1721: URN=DCP/19/LO/002136, Name=Alaseyika cement, Region=LO
Row 1722: URN=DCP/19/LO/002137, Name=Adeshina cement, Region=LO
Row 1723: URN=DCP/19/LO/002138, Name=Balikis cement, Region=LO
Row 1725: URN=DCP/19/LO/002140, Name=Gabsat cement, Region=LO
Row 1726: URN=DCP/19/LO/002141, Name=Akin- Akinlatoye, Region=LO
Row 1727: URN=DCP/19/LO/002142, Name=Jimmy Azeez, Region=LO
Row 1728: URN=DCP/19/LO/002143, Name=Dapmos, Region=LO
Row 1730: URN=DCP/19/LO/002145, Name=P.olawale Great Height, Region=LO
Row 1731: URN=DCP/19/LO/002146, Name=Iya Stephen cement, Region=LO
Row 1732: URN=DCP/19/LO/002147, Name=Iya Ahmed cement, Region=LO
Row 1733: URN=DCP/19/LO/002148, Name=Olori ebi cement, Region=LO
Row 1734: URN=DCP/19/LO/002149, Name=Tetede cement and blocks, Region=LO
Row 1735: URN=DCP/24/LO/001219, Name=IYA TOHEEB CEMENT, Region=LO
Row 1736: URN=DCP/19/LO/002152, Name=More blessing, Region=LO
Row 1737: URN=DCP/19/LO/002153, Name=Alh Olanukan, Region=LO
Row 1738: URN=DCP/19/LO/002154, Name=Mosebolatan, Region=LO
Row 1739: URN=DCP/19/LO/002155, Name=Dairo cement, Region=LO
Row 1740: URN=DCP/19/LO/002156, Name=Mama Aminat, Region=LO
Row 1741: URN=DCP/19/LO/002157, Name=Afolayan, Region=LO
Row 1742: URN=DCP/19/LO/002158, Name=Easy Alhaja, Region=LO
Row 1743: URN=DCP/19/LO/002159, Name=Divine cement, Region=LO
Row 1744: URN=DCP/19/LO/002160, Name=Wassco, Region=LO
Row 1745: URN=DCP/19/LO/002161, Name=I.O.B Magnate, Region=LO
Row 1746: URN=DCP/19/LO/002162, Name=Oluwanisola blocks, Region=LO
Row 1747: URN=DCP/19/LO/002163, Name=Yah Lateef cement, Region=LO
Row 1748: URN=DCP/19/LO/002164, Name=Aseese cement, Region=LO
